date,index,open,close,low,high,volume,week,companies,range_open,range_close,range_low,range_high,range_volume
2011-10-14,211683.5,54.11638494680849,54.29206585744682,53.41698058085104,54.65727857021276,6164597.234042553,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-10-17,212153.5,53.98712966382976,53.18864023829782,52.92395919574463,54.440363478723384,6179248.936170213,0,470,"(53.945, 59.257]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2011-10-18,212623.5,53.195491119148876,54.238235972340384,52.45744865957447,54.674597517021276,8356072.55319149,1,470,"(48.633, 53.945]","(53.804, 59.148]","(47.739, 53.067]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-10-19,213093.5,54.154810448936196,53.524193251063856,53.18895919574473,54.81210820212763,7680751.489361702,2,470,"(53.945, 59.257]","(48.46, 53.804]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-10-20,213563.5,53.64927845319146,53.8547891170213,52.81323588085107,54.33870398510639,7378050.85106383,3,470,"(48.633, 53.945]","(53.804, 59.148]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2011-10-21,214033.5,54.506661480851115,55.07170392553192,54.02540620212766,55.40823589574468,8085892.55319149,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-10-24,214503.5,55.18900187446805,56.09576805319145,54.88042755319148,56.47804449148938,7195950.85106383,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-10-25,214973.5,55.661682672340426,54.78819328085108,54.43238492340421,56.1491509297873,7696692.340425532,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-10-26,215443.5,55.4581507638298,55.25117193829778,54.093831606382984,55.98129966382981,8076877.659574468,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-10-27,215913.5,56.8297467787234,57.34395932553196,55.98157642340432,58.05804429148934,10239458.29787234,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(9619222.785, 11237544.376]"
2011-10-28,216383.5,57.07066157446807,57.39964016595749,56.43617208936173,57.97781032340424,6945237.872340426,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-10-31,216853.5,56.69974656808509,56.11257633829786,55.8701508765957,57.36961898085113,6840896.382978723,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-01,217323.5,54.44374656595744,54.543299793617074,53.74523585744678,55.61727828297876,9047241.489361702,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-11-02,217793.5,55.47117207659574,55.525320859574514,54.70049097446808,56.125171934042584,6626286.595744681,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-03,218263.5,56.02227840638302,56.5995762851064,55.007320904255316,56.94221474042553,7630212.765957447,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-04,218733.5,56.12804462340422,56.40572535531916,55.42964019148933,56.846427338297886,6270156.808510638,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-07,219203.5,56.35934234893618,56.62236362553189,55.59561897872341,57.01774647659577,5795400.425531914,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-08,219673.5,56.89987430000005,57.299257219148934,56.09470396808513,57.57889555319156,6331135.319148936,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-09,220143.5,55.99876782978725,55.19610838085107,54.91568280638301,56.49587440851066,7682487.44680851,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-10,220613.5,55.877576478723434,55.576491308510704,54.859661491489355,56.313853055319136,6861536.595744681,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-11,221083.5,56.197640306382944,56.763555029787256,55.88976802127658,57.12525715319149,5675045.531914894,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-14,221553.5,56.548193219148935,56.28964019361697,55.875193385106385,57.05506577234044,5193798.723404256,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-15,222023.5,56.119618993616996,56.616725400000036,55.70281032340418,57.04225708936169,6045621.489361702,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-11-16,222493.5,56.092363668085156,55.640044676595785,55.39427845744683,56.862704195744755,6759998.510638298,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-17,222963.5,55.54436357446804,54.568917031914886,54.08849121914895,55.939597634042585,7825927.872340426,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-18,223433.5,54.848767921276576,54.482597634042534,54.00276800851065,55.219236106383015,6450685.744680851,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-11-21,223903.5,53.65576770425531,53.457874306383,52.723512672340426,54.09264018085108,7397840.638297873,0,470,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2011-11-22,224373.5,53.327554874468085,53.294937842553225,52.74123574042558,53.99066150425533,6526500.0,1,470,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2011-11-23,224843.5,52.79949106382977,52.10215074468087,51.88876784042556,53.113384780851064,6311431.914893617,2,470,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2011-11-25,225313.5,51.93700178723405,51.93825700851065,51.63093795106382,52.75538489361703,2790132.5531914895,4,470,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(1527614.8290000001, 3145936.421]"
2011-11-28,225783.5,53.415746627659594,53.617512427659626,52.9257040425532,54.14264011914896,6348973.617021277,0,470,"(48.633, 53.945]","(48.46, 53.804]","(47.739, 53.067]","(49.227, 54.579]","(4764258.012, 6382579.603]"
2011-11-29,226253.5,53.71059748936172,53.633023165957496,53.1475339,54.305725359574474,6419799.574468086,1,470,"(48.633, 53.945]","(48.46, 53.804]","(53.067, 58.394]","(49.227, 54.579]","(6382579.603, 8000901.194]"
2011-11-30,226723.5,55.16774644468084,55.88023594680853,54.670150778723354,56.16249131702126,9103472.553191489,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-12-01,227193.5,55.670342289361685,55.882321142553245,55.21521470000002,56.50853394680856,6188581.489361702,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-02,227663.5,56.40215100212762,55.86621474680849,55.56736382340424,56.948704180851074,6678696.170212766,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-05,228133.5,56.67644897446806,56.42789562978723,55.87215088085103,57.23783184255314,6665648.085106383,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-06,228603.5,56.43959759361697,56.32551279574474,55.80210834680849,56.904065872340425,5833399.361702127,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-07,229073.5,56.06185317659573,56.33881059999997,55.38540637446808,56.744087297872355,6516922.765957447,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-08,229543.5,55.99493818510635,55.1347679212766,54.93244877659572,56.38642760212771,6776552.127659574,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-09,230013.5,55.364938293617,56.10249140000003,55.07444873404257,56.405172253191495,5974349.361702127,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-12,230483.5,55.534129493616994,55.326767800000056,54.67049146595744,55.86655513191491,6009049.574468086,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-13,230953.5,55.63542755957448,54.62270446382979,54.26889552978725,56.14961895744679,6633425.744680851,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-14,231423.5,54.29840620425534,53.85123596595749,53.41849154680855,54.74249140851062,6755769.14893617,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-15,231893.5,54.42093819787236,54.08891686808514,53.65706583617021,54.79629992553192,5991844.680851064,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-16,232363.5,54.38804459361697,54.311916840425475,53.804172170212745,55.03051278085103,8984933.617021276,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(8000901.194, 9619222.785]"
2011-12-19,232833.5,54.509086948936165,53.700704236170175,53.499108489361724,54.88093825957445,5811174.680851064,0,470,"(53.945, 59.257]","(48.46, 53.804]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-20,233303.5,54.53681062340422,55.338172159574505,54.33636388510637,55.60391681489366,6531769.787234043,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-21,233773.5,55.26219354468085,55.35827866382977,54.46504449999998,55.7671085085107,6424249.574468086,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2011-12-22,234243.5,55.49825745106379,55.75944888936172,55.113214665957436,56.15817202127661,5634854.255319149,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2011-12-23,234713.5,55.94236373404256,56.21457655319151,55.55708697659576,56.40238502978724,3658229.14893617,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(3145936.421, 4764258.012]"
2011-12-27,235183.5,56.13195940638298,56.369937991489344,55.84559779361698,56.77125740851067,3259829.361702128,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(3145936.421, 4764258.012]"
2011-12-28,235653.5,56.376002097872316,55.6206616489362,55.425427597872286,56.53751277234038,3603517.234042553,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(3145936.421, 4764258.012]"
2011-12-29,236123.5,55.71938505319145,56.173044346808524,55.45938493829784,56.347214665957445,3499689.574468085,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(3145936.421, 4764258.012]"
2011-12-30,236593.5,56.13338509361706,55.9099384021277,55.74419372765959,56.475597782978696,3268517.8723404254,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(3145936.421, 4764258.012]"
2012-01-03,237063.5,56.9042575531915,56.625555419148924,56.15910847872338,57.569789591489396,6352541.914893617,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-04,237533.5,56.46085345106385,56.612619355319076,55.89598101276595,57.0620661957447,6261924.680851064,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-05,238003.5,56.351938570212795,56.834832155319106,55.8015555680851,57.135385370212745,7296477.872340426,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-06,238473.5,56.854832251063826,56.687129855319164,56.20151298936169,57.29855552553188,6224132.127659574,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-09,238943.5,56.80132133617025,56.70759779787234,56.16521494893617,57.25885322978726,6022850.212765957,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-10,239413.5,57.28232127872334,57.33008740425533,56.733491429787215,57.86889572553191,6927964.255319149,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-11,239883.5,57.11595963404258,57.338619063829796,56.672725527659594,57.75138502765963,6248244.468085106,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-12,240353.5,57.447895757446844,57.55932141063833,56.81244923191478,57.95802332340425,6288079.574468086,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-13,240823.5,57.15583195319149,57.37729989361697,56.63515109574471,57.72134271063825,6220796.382978723,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-17,241293.5,57.888874625531926,57.67981087234041,57.27336394893615,58.40821501276592,6598985.531914894,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-18,241763.5,57.65949158085106,58.38555527234045,57.286448904255316,58.637534370212755,6917857.44680851,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-19,242233.5,58.60764051489355,58.79200232553191,58.066597929787235,59.266683070212764,7531758.723404256,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-20,242703.5,58.44815096808506,58.338555317021246,57.72368276595742,58.88021468510636,7185185.319148936,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-23,243173.5,58.2473210191489,58.279321080851055,57.74134229999999,58.88200191914894,6351068.085106383,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-24,243643.5,57.93438514042551,58.36381057872341,57.53587434680847,58.72436368085106,5945374.468085106,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-25,244113.5,58.28627853404248,58.95429980638302,57.73400186808512,59.27876795531922,7639681.70212766,2,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-26,244583.5,59.13238490851069,58.624491259574455,58.17598072127662,59.63842741063825,7818842.340425532,3,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-27,245053.5,58.434044602127706,58.75366147872334,58.046831782978686,59.188831823404215,6555087.021276596,4,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-01-30,245523.5,58.270023146808484,58.532321023404336,57.75661909574467,58.83878897234042,5976303.617021277,0,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(4764258.012, 6382579.603]"
2012-01-31,245993.5,58.87402311489362,58.636704119148895,58.07889546808512,59.26708735744677,6574134.680851064,1,470,"(53.945, 59.257]","(53.804, 59.148]","(53.067, 58.394]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-02-01,246463.5,59.03072539574467,59.25783180851062,58.577916944680865,59.760725408510616,7059196.595744681,2,470,"(53.945, 59.257]","(59.148, 64.492]","(58.394, 63.721]","(54.579, 59.932]","(6382579.603, 8000901.194]"
2012-02-02,246933.5,59.36302322127655,59.442619176595734,58.83242753617021,59.993023342553194,6065365.531914894,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-03,247403.5,59.90542779787237,60.31702333191488,59.49815094255322,60.701853189361756,7009224.893617021,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-06,247873.5,60.01991705319149,60.27140637659578,59.590193685106364,60.65257659787234,5350303.404255319,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-07,248343.5,60.11632125319147,60.38410862553189,59.661129723404265,60.78115107021271,5693971.063829787,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-08,248813.5,60.45919348936165,60.56459790425535,59.9200445085106,61.02374678510638,6456088.29787234,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-09,249283.5,60.700725648936135,60.730640253191446,60.06202327872344,61.21604477234042,7174434.680851064,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-10,249753.5,60.169214972340406,60.3561086425532,59.72861918297876,60.70978945106385,5948889.361702127,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-13,250223.5,60.79472536595742,60.88655541489366,60.2543637659574,61.29530020851061,5672427.872340426,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-14,250693.5,60.69804464255323,60.88855537234043,60.1802786255319,61.239704165957434,6165392.765957447,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-15,251163.5,61.111980753191546,60.59515104255317,60.2301508446809,61.5302786893617,7029630.425531914,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-16,251633.5,60.48317228297875,61.083214987234,60.09821486170212,61.39917245319148,6702631.063829787,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-17,252103.5,61.31819362978723,61.17459796595751,60.697597921276625,61.745257438297834,6797288.510638298,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-02-21,252573.5,61.30457645531914,61.07883196808502,60.594257591489416,61.79223622765952,6178843.829787234,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-22,253043.5,60.95893828085109,60.936363704255356,60.474193591489346,61.533406429787284,5777335.957446809,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-23,253513.5,60.89570436382985,61.24993821063826,60.44049127659579,61.58759792978718,5969747.021276596,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-24,253983.5,61.407214848936206,61.420640270212814,60.926108382978676,61.90591703191491,5282852.340425532,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-27,254453.5,61.053193380851134,61.51919357872331,60.66093814042556,61.912746755319155,6068336.170212766,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-28,254923.5,61.66451273829787,61.722704306382994,61.125363719148986,62.19470438723397,5700925.744680851,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-02-29,255393.5,61.79076825957448,61.420342634042534,61.07710851063833,62.24981058297871,7317698.723404256,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-01,255863.5,61.588640340425535,61.8837681851064,61.164725670212796,62.2719808021276,6128312.978723404,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-02,256333.5,61.810363842553244,61.621555351063805,61.26257657234038,62.235300078723355,4976320.212765957,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-05,256803.5,61.49304472765961,61.3586829744681,60.78364050638301,61.93681062553192,5392995.957446809,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-06,257273.5,60.670619159574436,60.331001972340495,59.89310829787234,61.0412575468085,6454468.085106383,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-07,257743.5,60.5285340148936,60.794065823404225,60.14091711276595,61.12349142765965,5734528.510638298,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-08,258213.5,61.18583196808513,61.45064024042551,60.78744902553188,61.80853410851068,5426745.744680851,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-09,258683.5,61.5841509255319,61.70321496382975,61.1815126446808,62.20208715531915,5382871.489361702,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-12,259153.5,61.71938490638306,61.662406106383024,61.20819350212767,62.17323618297871,4662860.212765957,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(3145936.421, 4764258.012]"
2012-03-13,259623.5,61.99225771702125,62.65893823829782,61.56976800638303,62.79623619148933,6992019.361702127,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-14,260093.5,62.62059794468083,62.47847032553196,62.01621487659572,63.11081060000004,7706199.787234043,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-15,260563.5,62.5442788127659,62.89640648510636,62.06183189361702,63.22576791276596,7200418.085106383,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-16,261033.5,62.963853376595814,62.984257314893604,62.49461910425533,63.45595980212766,8381930.638297873,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(8000901.194, 9619222.785]"
2012-03-19,261503.5,62.85772547659577,63.15864033191488,62.46932132127659,63.562661672340475,6408000.212765957,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(6382579.603, 8000901.194]"
2012-03-20,261973.5,62.81189574255317,62.90525728510643,62.30649151914883,63.31351274680856,6066582.765957447,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-21,262443.5,62.94912978510637,62.98368301276606,62.51257671489362,63.504512693616945,5914733.404255319,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-22,262913.5,62.56995995106383,62.60891717659578,61.98585321914897,63.09310865957446,6005640.638297873,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-23,263383.5,62.655406578723436,62.80185325319155,62.07306608085105,63.14038543404257,5543479.574468086,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-26,263853.5,63.24742788936168,63.75121518510633,62.89634232978719,63.96589577446811,5578510.638297873,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-27,264323.5,63.81027886382978,63.57751295531914,63.29287469787234,64.21319373829787,5517765.531914894,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-28,264793.5,63.57927872340425,63.19474699574466,62.61027882127662,63.906300331914835,6099146.382978723,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-29,265263.5,62.82195984042553,63.12151280425536,62.25308749787237,63.427938353191536,5953100.425531914,3,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-03-30,265733.5,63.458534151063816,63.277427689361666,62.78478941063832,63.856682959574556,5892639.574468086,4,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-04-02,266203.5,63.20638521276594,63.79970432340428,62.84478965106382,64.15934254680856,5459184.255319149,0,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-04-03,266673.5,63.73887471489366,63.75578946382979,63.13647046595744,64.24302344042557,6207470.425531914,1,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
2012-04-04,267143.5,63.23489594042552,63.09061917021278,62.583385189361714,63.609874414893575,6000375.744680851,2,470,"(59.257, 64.57]","(59.148, 64.492]","(58.394, 63.721]","(59.932, 65.284]","(4764258.012, 6382579.603]"
